"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","now_cost","position_index","fpl_to_game"
"110","Andreas Pereira","Attacking Midfield","1996-01-01T00:00:00Z",23,"Brazil","Manchester United","Premier League","2018/2019",2018,"Andreas","Pereira",1,1,27,590,13,139.5,132.8,67,2,115,33.8,1,0,5,0.3,45,"4",4.11864406779661
"111","Anthony Martial","Left Winger","1995-12-05T00:00:00Z",23,"France","Manchester United","Premier League","2018/2019",2018,"Anthony","Martial",10,4,122,1613,25,503.3,532.8,755,13,389,178.9,5,0,2,3.4,72,"4",6.80719156850589
"112","Alexis Sánchez","Left Winger","1988-12-19T00:00:00Z",30,"Chile","Manchester United","Premier League","2018/2019",2018,"Alexis","Sánchez",1,5,47,869,10,297.2,207.6,307,1,168,81.1,2,0,3,1.2,100,"4",4.86766398158803
"113","Jesse Lingard","Right Winger","1992-12-15T00:00:00Z",26,"England","Manchester United","Premier League","2018/2019",2018,"Jesse","Lingard",4,3,78,1657,26,306.1,310,395,5,270,101.1,3,0,3,2.6,67,"4",4.23657211828606
"114","Romelu Lukaku","Centre-Forward","1993-05-13T00:00:00Z",26,"Belgium","Manchester United","Premier League","2018/2019",2018,"Romelu","Lukaku",12,1,115,2126,38,330.2,550.6,1052,14,361,193.5,4,0,4,3.9,107,"5",4.86829727187206
"115","Marcus Rashford","Centre-Forward","1997-10-31T00:00:00Z",21,"England","Manchester United","Premier League","2018/2019",2018,"Marcus","Rashford",10,7,128,2331,35,542.3,650,1064,14,425,224.6,6,1,3,21.9,73,"5",4.94208494208494
"116","Bernd Leno","Goalkeeper","1992-03-04T00:00:00Z",27,"Germany","Arsenal FC","Premier League","2018/2019",2018,"Bernd","Leno",0,0,106,2835,42,0,807.2,0,5,568,80.5,6,0,0,4,49,"1",3.36507936507937
"117","Petr Cech","Goalkeeper","1982-05-20T00:00:00Z",37,"Czech Republic","Arsenal FC","Premier League","2018/2019",2018,"Petr","Cech",0,0,24,585,9,0,205,0,3,130,20.4,1,0,0,1.1,47,"1",3.69230769230769
"118","Emiliano Martínez","Goalkeeper","1992-09-02T00:00:00Z",26,"Argentina","Arsenal FC","Premier League","2018/2019",2018,"Emiliano","Martínez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,"1",NA
"119","Shkodran Mustafi","Centre-Back","1992-04-17T00:00:00Z",27,"Germany","Arsenal FC","Premier League","2018/2019",2018,"Shkodran","Mustafi",2,0,80,2611,40,106,718.6,252,5,475,107.8,6,0,9,1.3,54,"2",2.75756415166603
"120","Sokratis Papastathopoulos","Centre-Back","1988-06-09T00:00:00Z",31,"Greece","Arsenal FC","Premier League","2018/2019",2018,"Sokratis","Papastathopoulos",1,2,64,2198,33,67.9,513.8,120,4,402,70.4,5,0,12,1.2,51,"2",2.62056414922657
"121","Calum Chambers","Centre-Back","1995-01-20T00:00:00Z",24,"England","Arsenal FC","Premier League","2018/2019",2018,"Calum","Chambers",2,0,60,2586,52,231.9,609,401,0,431,124.5,5,0,9,1.1,42,"2",2.08816705336427
"122","Rob Holding","Centre-Back","1995-09-20T00:00:00Z",23,"England","Arsenal FC","Premier League","2018/2019",2018,"Rob","Holding",0,0,24,806,10,28.7,187.8,14,5,148,23.2,1,0,1,0.4,43,"2",2.67990074441687
"123","Laurent Koscielny","Centre-Back","1985-09-10T00:00:00Z",33,"France","Arsenal FC","Premier League","2018/2019",2018,"Laurent","Koscielny",3,0,62,1329,23,29.5,456.4,105,8,319,59.1,3,0,1,0.9,54,"2",4.19864559819413
"124","Konstantinos Mavropanos","Centre-Back","1997-12-11T00:00:00Z",21,"Greece","Arsenal FC","Premier League","2018/2019",2018,"Konstantinos","Mavropanos",0,0,3,147,1,14.1,27,10,0,28,5.2,0,0,1,0.1,47,"2",1.83673469387755
"125","Sead Kolasinac","Left-Back","1993-06-20T00:00:00Z",25,"Bosnia-Herzegovina","Arsenal FC","Premier League","2018/2019",2018,"Sead","Kolasinac",0,7,81,1886,29,445.9,323.2,242,NA,382,101,5,0,5,5.4,49,"2",3.86532343584305
"126","Nacho Monreal","Left-Back","1986-02-26T00:00:00Z",33,"Spain","Arsenal FC","Premier League","2018/2019",2018,"Nacho","Monreal",1,4,77,1860,24,196.6,413.2,224,7,392,83.4,5,0,5,1.3,54,"2",3.7258064516129
"127","Héctor Bellerín","Right-Back","1995-03-19T00:00:00Z",24,"Spain","Arsenal FC","Premier League","2018/2019",2018,"Héctor","Bellerín",0,5,60,1532,21,197.8,261.6,280,5,304,73.7,4,0,3,4.5,53,"2",3.52480417754569
"128","Carl Jenkinson","Right-Back","1992-02-08T00:00:00Z",27,"England","Arsenal FC","Premier League","2018/2019",2018,"Carl","Jenkinson",0,0,4,165,3,16.9,26.8,8,0,16,5.2,0,0,0,0,45,"2",2.18181818181818
"129","Stephan Lichtsteiner","Right-Back","1984-01-16T00:00:00Z",35,"Switzerland","Arsenal FC","Premier League","2018/2019",2018,"Stephan","Lichtsteiner",0,0,14,935,18,61.1,113,23,0,89,20,0,0,3,0.8,45,"2",1.3475935828877
"130","Lucas Torreira","Defensive Midfield","1996-02-11T00:00:00Z",23,"Uruguay","Arsenal FC","Premier League","2018/2019",2018,"Lucas","Torreira",2,4,78,2377,38,301,440.8,203,6,409,94.5,5,1,7,2.6,47,"3",2.95330248212032
"131","Granit Xhaka","Defensive Midfield","1992-09-27T00:00:00Z",26,"Switzerland","Arsenal FC","Premier League","2018/2019",2018,"Granit","Xhaka",4,3,90,2498,37,674,634.6,215,8,452,152.6,7,0,10,2.3,52,"3",3.24259407526021
"132","Mohamed Elneny","Defensive Midfield","1992-07-11T00:00:00Z",26,"Egypt","Arsenal FC","Premier League","2018/2019",2018,"Mohamed","Elneny",0,0,10,377,5,76.7,86.6,63,0,59,22.7,0,0,0,2.2,42,"3",2.38726790450928
"133","Aaron Ramsey","Central Midfield","1990-12-26T00:00:00Z",28,"Wales","Arsenal FC","Premier League","2018/2019",2018,"Aaron","Ramsey",4,6,91,1319,13,387.2,418.4,502,4,298,131,9,0,0,0.9,71,"3",6.20924943138741
"134","Denis Suárez","Central Midfield","1994-01-06T00:00:00Z",25,"Spain","Arsenal FC","Premier League","2018/2019",2018,"Denis","Suárez",0,0,4,67,1,4.8,8.4,0,0,11,1.4,0,0,0,0.1,57,"3",5.37313432835821
"135","Ainsley Maitland-Niles","Right Midfield","1997-08-29T00:00:00Z",21,"England","Arsenal FC","Premier League","2018/2019",2018,"Ainsley","Maitland-Niles",1,1,34,983,20,98.9,224.2,126,3,152,44.8,2,1,1,0.4,44,"3",3.11291963377416
"136","Mesut Özil","Attacking Midfield","1988-10-15T00:00:00Z",30,"Germany","Arsenal FC","Premier League","2018/2019",2018,"Mesut","Özil",5,3,89,1732,24,714.2,429.6,254,9,363,140,5,0,2,2.6,79,"4",4.62471131639723
"137","Henrikh Mkhitaryan","Attacking Midfield","1989-01-21T00:00:00Z",30,"Armenia","Arsenal FC","Premier League","2018/2019",2018,"Henrikh","Mkhitaryan",6,4,98,1637,26,454.9,446.4,600,12,354,150.2,3,0,1,4.6,66,"4",5.38790470372633
"138","Alex Iwobi","Left Winger","1996-05-03T00:00:00Z",23,"Nigeria","Arsenal FC","Premier League","2018/2019",2018,"Alex","Iwobi",3,8,99,1961,32,596.7,469,646,3,382,171.1,4,0,0,1.5,54,"4",4.54360020397756
"139","Pierre-Emerick Aubameyang","Centre-Forward","1989-06-18T00:00:00Z",29,"Gabon","Arsenal FC","Premier League","2018/2019",2018,"Pierre-Emerick","Aubameyang",22,7,205,2722,42,484.6,984.4,1429,32,756,289.6,7,0,0,18.8,108,"5",6.77810433504776
"140","Alexandre Lacazette","Centre-Forward","1991-05-28T00:00:00Z",28,"France","Arsenal FC","Premier League","2018/2019",2018,"Alexandre","Lacazette",13,12,166,2497,31,482.4,808,1319,20,560,260.6,6,0,2,11.4,94,"5",5.98317981577893
"141","Danny Welbeck","Centre-Forward","1990-11-26T00:00:00Z",28,"England","Arsenal FC","Premier League","2018/2019",2018,"Danny","Welbeck",1,1,19,146,3,56.8,73.6,66,3,63,19.5,0,0,0,0.4,64,"5",11.7123287671233
"142","Jordan Pickford","Goalkeeper","1994-03-07T00:00:00Z",25,"England","Everton FC","Premier League","2018/2019",2018,"Jordan","Pickford",0,0,161,3420,46,10,776.4,0,13,706,78.5,14,0,1,13.3,49,"1",4.23684210526316
"143","Maarten Stekelenburg","Goalkeeper","1982-09-22T00:00:00Z",36,"Netherlands","Everton FC","Premier League","2018/2019",2018,"Maarten","Stekelenburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,39,"1",NA
"144","Yerry Mina","Centre-Back","1994-09-23T00:00:00Z",24,"Colombia","Everton FC","Premier League","2018/2019",2018,"Yerry","Mina",1,0,36,891,13,37.5,198.2,61,2,176,29.6,3,0,3,0.5,54,"2",3.63636363636364
"145","Michael Keane","Centre-Back","1993-01-11T00:00:00Z",26,"England","Everton FC","Premier League","2018/2019",2018,"Michael","Keane",1,2,129,2970,39,101.2,740.2,326,15,642,117.2,13,0,2,4.3,48,"2",3.90909090909091
"146","Mason Holgate","Centre-Back","1996-10-22T00:00:00Z",22,"England","Everton FC","Premier League","2018/2019",2018,"Mason","Holgate",0,0,5,407,9,5,92.2,2,0,61,9.9,0,0,1,0.1,43,"2",1.10565110565111
"147","Ashley Williams","Centre-Back","1984-08-23T00:00:00Z",34,"Wales","Everton FC","Premier League","2018/2019",2018,"Ashley","Williams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"2",NA
"148","Phil Jagielka","Centre-Back","1982-08-17T00:00:00Z",36,"England","Everton FC","Premier League","2018/2019",2018,"Phil","Jagielka",1,0,22,329,4,21.4,82.2,43,3,80,14.6,2,1,0,0.6,43,"2",6.01823708206687
"149","Lucas Digne","Left-Back","1993-07-20T00:00:00Z",25,"France","Everton FC","Premier League","2018/2019",2018,"Lucas","Digne",4,5,158,2964,38,1142,883,300,22,736,232.7,13,1,5,10.2,54,"2",4.79757085020243
"150","Leighton Baines","Left-Back","1984-12-11T00:00:00Z",34,"England","Everton FC","Premier League","2018/2019",2018,"Leighton","Baines",0,0,7,374,6,91.4,48.4,15,0,48,15.4,0,0,0,0.5,50,"2",1.68449197860963
"151","Seamus Coleman","Right-Back","1988-10-11T00:00:00Z",30,"Ireland","Everton FC","Premier League","2018/2019",2018,"Seamus","Coleman",2,2,125,2558,30,387.3,515.2,274,12,548,117.6,13,0,1,1.6,52,"2",4.39796716184519
"152","Jonjoe Kenny","Right-Back","1997-03-15T00:00:00Z",22,"England","Everton FC","Premier League","2018/2019",2018,"Jonjoe","Kenny",0,1,19,789,15,102.7,166.2,12,0,134,28,1,0,1,0.2,41,"2",2.16730038022814
"153","Morgan Schneiderlin","Defensive Midfield","1989-11-08T00:00:00Z",29,"France","Everton FC","Premier League","2018/2019",2018,"Morgan","Schneiderlin",0,1,28,832,9,124.7,151.6,17,0,152,29.4,5,0,2,1.8,42,"3",3.02884615384615
"154","Idrissa Gueye","Central Midfield","1989-09-26T00:00:00Z",29,"Senegal","Everton FC","Premier League","2018/2019",2018,"Idrissa","Gueye",0,2,78,2821,31,311.3,629.2,168,0,472,111.1,13,0,6,0.3,47,"3",2.48847926267281
"155","Tom Davies","Central Midfield","1998-06-30T00:00:00Z",20,"England","Everton FC","Premier League","2018/2019",2018,"Tom","Davies",0,0,26,975,19,96.2,122.6,103,0,127,32.1,2,0,3,0.1,50,"3",2.4
"156","James McCarthy","Central Midfield","1990-11-12T00:00:00Z",28,"Ireland","Everton FC","Premier League","2018/2019",2018,"James","McCarthy",0,0,1,14,0,0.1,5.2,0,0,3,0.5,0,0,0,0,44,"3",6.42857142857143
"157","Beni Baningime","Central Midfield","1998-09-09T00:00:00Z",20,"DR Congo","Everton FC","Premier League","2018/2019",2018,"Beni","Baningime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"3",NA
"158","Gylfi Sigurdsson","Attacking Midfield","1989-09-08T00:00:00Z",29,"Iceland","Everton FC","Premier League","2018/2019",2018,"Gylfi","Sigurdsson",13,6,182,3122,41,1098.5,959.8,1084,20,662,314.2,15,0,3,8.3,74,"4",5.24663677130045
"159","Kieran Dowell","Attacking Midfield","1997-10-10T00:00:00Z",21,"England","Everton FC","Premier League","2018/2019",2018,"Kieran","Dowell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"4",NA
"160","Ademola Lookman","Left Winger","1997-10-20T00:00:00Z",21,"England","Everton FC","Premier League","2018/2019",2018,"Ademola","Lookman",0,3,34,600,8,172.1,131.4,211,0,110,51.6,1,0,0,0.1,49,"4",5.1
"161","Bernard Anício Caldeira Duarte","Left Winger","1992-09-08T00:00:00Z",26,"Brazil","Everton FC","Premier League","2018/2019",2018,"Bernard","Anício Caldeira Duarte",1,4,88,2108,19,589.6,366,377,5,319,133.3,13,0,5,0.3,59,"4",3.75711574952562
"162","Theo Walcott","Right Winger","1989-03-16T00:00:00Z",30,"England","Everton FC","Premier League","2018/2019",2018,"Theo","Walcott",5,3,101,2108,33,342.9,420,699,4,292,145.7,6,0,1,2.5,59,"4",4.31214421252372
"163","Cenk Tosun","Centre-Forward","1991-06-07T00:00:00Z",28,"Turkey","Everton FC","Premier League","2018/2019",2018,"Cenk","Tosun",3,3,56,1044,17,172.2,212.6,546,3,166,92.8,1,0,3,1.5,64,"5",4.82758620689655
"164","Dominic Calvert-Lewin","Centre-Forward","1997-03-16T00:00:00Z",22,"England","Everton FC","Premier League","2018/2019",2018,"Dominic","Calvert-Lewin",6,5,92,1769,26,185.7,321.8,618,3,267,111.5,8,0,3,1.9,54,"5",4.68061051441492
"165","Kasper Schmeichel","Goalkeeper","1986-11-05T00:00:00Z",32,"Denmark","Leicester City","Premier League","2018/2019",2018,"Kasper","Schmeichel",0,0,120,3420,48,10,756.8,4,6,618,76.9,10,0,3,4.7,50,"1",3.15789473684211
"166","Danny Ward","Goalkeeper","1993-06-22T00:00:00Z",25,"Wales","Leicester City","Premier League","2018/2019",2018,"Danny","Ward",1,0,22,435,14,83.3,81.8,168,0,67,32.9,0,0,0,0.2,43,"1",4.55172413793103
"167","Danny Ward","Goalkeeper","1993-06-22T00:00:00Z",25,"Wales","Leicester City","Premier League","2018/2019",2018,"Danny","Ward",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,"1",NA
"168","Eldin Jakupovic","Goalkeeper","1984-10-02T00:00:00Z",34,"Switzerland","Leicester City","Premier League","2018/2019",2018,"Eldin","Jakupovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,"1",NA
"169","Harry Maguire","Centre-Back","1993-03-05T00:00:00Z",26,"England","Leicester City","Premier League","2018/2019",2018,"Harry","Maguire",3,1,92,2596,41,165.3,715.8,462,10,533,134.3,6,1,6,8.3,54,"2",3.18952234206471
"170","Jonny Evans","Centre-Back","1988-01-03T00:00:00Z",31,"Northern Ireland","Leicester City","Premier League","2018/2019",2018,"Jonny","Evans",1,0,77,1993,26,66.1,460,158,3,418,68.5,8,0,2,0.4,48,"2",3.47717009533367
"171","Wes Morgan","Centre-Back","1984-01-21T00:00:00Z",35,"Jamaica","Leicester City","Premier League","2018/2019",2018,"Wes","Morgan",3,0,76,1924,28,40.1,471,293,7,365,80.5,6,2,1,1.6,45,"2",3.55509355509356
"172","Christian Fuchs","Left-Back","1986-04-07T00:00:00Z",33,"Austria","Leicester City","Premier League","2018/2019",2018,"Christian","Fuchs",0,0,3,206,5,85.6,50.4,14,0,38,14.9,0,0,0,0.4,41,"2",1.31067961165049
"173","Danny Simpson","Right-Back","1987-01-04T00:00:00Z",32,"England","Leicester City","Premier League","2018/2019",2018,"Danny","Simpson",0,0,12,289,4,13.2,74.6,2,0,50,9,1,0,0,0.2,42,"2",3.73702422145329
"174","Wilfred Ndidi","Defensive Midfield","1996-12-16T00:00:00Z",22,"Nigeria","Leicester City","Premier League","2018/2019",2018,"Wilfred","Ndidi",2,0,89,3295,47,342.4,726,346,4,571,141.6,9,0,8,0.8,49,"3",2.4309559939302
"175","Nampalys Mendy","Defensive Midfield","1992-06-23T00:00:00Z",26,"France","Leicester City","Premier League","2018/2019",2018,"Nampalys","Mendy",0,1,58,2085,29,135.5,235.8,23,0,291,39.5,7,0,5,0.9,43,"3",2.50359712230216
"176","Daniel Amartey","Defensive Midfield","1994-12-21T00:00:00Z",24,"Ghana","Leicester City","Premier League","2018/2019",2018,"Daniel","Amartey",0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,"3",2.11267605633803
"177","Hamza Choudhury","Defensive Midfield","1997-10-01T00:00:00Z",21,"England","Leicester City","Premier League","2018/2019",2018,"Hamza","Choudhury",0,0,20,593,4,73.7,119.6,51,0,80,24.6,4,0,0,0.1,43,"3",3.035413153457
"178","Youri Tielemans","Central Midfield","1997-05-07T00:00:00Z",22,"Belgium","Leicester City","Premier League","2018/2019",2018,"Youri","Tielemans",3,5,63,1087,14,269.7,299,249,6,267,81.8,3,0,2,1.7,60,"3",5.21619135234591
"179","Matty James","Central Midfield","1991-07-22T00:00:00Z",27,"England","Leicester City","Premier League","2018/2019",2018,"Matty","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"3",NA
"180","Marc Albrighton","Right Midfield","1989-11-18T00:00:00Z",29,"England","Leicester City","Premier League","2018/2019",2018,"Marc","Albrighton",2,2,63,1617,17,446.8,371.2,242,4,279,106.1,5,0,3,0.3,51,"3",3.50649350649351
"181","James Maddison","Attacking Midfield","1996-11-23T00:00:00Z",22,"England","Leicester City","Premier League","2018/2019",2018,"James","Maddison",7,7,137,2831,44,1515,801.4,769,12,619,308.4,8,1,3,5.2,66,"4",4.3553514659131
"182","Harvey Barnes","Attacking Midfield","1997-12-09T00:00:00Z",21,"England","Leicester City","Premier League","2018/2019",2018,"Harvey","Barnes",1,3,43,1001,16,242,172.8,534,1,139,94.8,1,0,0,0.2,55,"4",3.86613386613387
"183","Demarai Gray","Left Winger","1996-06-28T00:00:00Z",22,"England","Leicester City","Premier League","2018/2019",2018,"Demarai","Gray",4,1,84,1978,29,310.2,320.2,599,3,244,122.5,6,0,2,0.9,54,"4",3.82204246713852
"184","Rachid Ghezzal","Right Winger","1992-05-09T00:00:00Z",27,"Algeria","Leicester City","Premier League","2018/2019",2018,"Rachid","Ghezzal",1,0,28,733,13,307,147.8,228,2,112,68.3,1,0,3,0.1,50,"4",3.43792633015007
"185","Jamie Vardy","Centre-Forward","1987-01-11T00:00:00Z",32,"England","Leicester City","Premier League","2018/2019",2018,"Jamie","Vardy",18,5,174,2726,36,419.9,822,1206,31,598,244.6,11,1,3,10.3,90,"5",5.74468085106383
"186","Kelechi Iheanacho","Centre-Forward","1996-10-03T00:00:00Z",22,"Nigeria","Leicester City","Premier League","2018/2019",2018,"Kelechi","Iheanacho",1,5,58,924,16,209.4,135.8,230,3,160,56.9,1,0,2,0.8,57,"5",5.64935064935065
"187","Shinji Okazaki","Centre-Forward","1986-04-16T00:00:00Z",33,"Japan","Leicester City","Premier League","2018/2019",2018,"Shinji","Okazaki",0,1,25,269,4,28.6,45.6,90,0,59,16.3,0,0,0,0.5,51,"5",8.36431226765799
"188","Lukasz Fabianski","Goalkeeper","1985-04-18T00:00:00Z",34,"Poland","West Ham United","Premier League","2018/2019",2018,"Lukasz","Fabianski",0,0,143,3420,55,20,1136,0,15,742,115.5,7,0,0,14.3,47,"1",3.76315789473684
"189","Adrián San Miguel del Castillo","Goalkeeper","1987-01-03T00:00:00Z",32,"Spain","West Ham United","Premier League","2018/2019",2018,"Adrián","San Miguel del Castillo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,"1",NA
"190","Issa Diop","Centre-Back","1997-01-09T00:00:00Z",22,"France","West Ham United","Premier League","2018/2019",2018,"Issa","Diop",1,0,87,2970,43,52.3,733,162,6,561,94.8,7,0,4,1.4,42,"2",2.63636363636364
"191","Fabián Balbuena","Centre-Back","1991-08-23T00:00:00Z",27,"Paraguay","West Ham United","Premier League","2018/2019",2018,"Fabián","Balbuena",1,0,61,2013,32,40.9,534.6,201,3,375,77.8,5,0,2,0.3,42,"2",2.72727272727273
"192","Angelo Ogbonna","Centre-Back","1988-05-23T00:00:00Z",31,"Italy","West Ham United","Premier League","2018/2019",2018,"Angelo","Ogbonna",1,1,48,1871,36,54.2,462.4,168,2,314,68.5,2,0,2,0.8,42,"2",2.30892570817745
"193","Winston Reid","Centre-Back","1988-07-03T00:00:00Z",30,"New Zealand","West Ham United","Premier League","2018/2019",2018,"Winston","Reid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"2",NA
"194","Aaron Cresswell","Left-Back","1989-12-15T00:00:00Z",29,"England","West Ham United","Premier League","2018/2019",2018,"Aaron","Cresswell",0,1,34,1588,26,290.9,318.2,113,0,257,72.3,1,0,1,0.5,50,"2",1.92695214105793
"195","Arthur Masuaku","Left-Back","1993-11-07T00:00:00Z",25,"DR Congo","West Ham United","Premier League","2018/2019",2018,"Arthur","Masuaku",0,2,49,1757,29,212,434.4,55,0,311,70.3,4,0,2,1.5,42,"2",2.50996015936255
"196","Sam Byram","Right-Back","1993-09-16T00:00:00Z",25,"England","West Ham United","Premier League","2018/2019",2018,"Sam","Byram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"2",NA
"197","Pablo Zabaleta","Right-Back","1985-01-16T00:00:00Z",34,"Argentina","West Ham United","Premier League","2018/2019",2018,"Pablo","Zabaleta",0,1,56,2089,35,163.2,447.4,106,4,350,71.8,4,0,4,1.7,43,"2",2.41263762565821
"198","Ryan Fredericks","Right-Back","1992-10-10T00:00:00Z",26,"England","West Ham United","Premier League","2018/2019",2018,"Ryan","Fredericks",1,0,38,1084,16,77.2,254.8,85,4,169,42,3,0,5,0.3,45,"2",3.1549815498155
"199","Declan Rice","Defensive Midfield","1999-01-14T00:00:00Z",20,"England","West Ham United","Premier League","2018/2019",2018,"Declan","Rice",2,0,92,3003,47,174.2,584.4,213,9,586,97.1,6,0,4,4.2,44,"3",2.75724275724276
"200","Carlos Sánchez","Defensive Midfield","1986-02-06T00:00:00Z",33,"Colombia","West Ham United","Premier League","2018/2019",2018,"Carlos","Sánchez",0,0,9,240,4,28.8,24.6,24,0,44,7.8,0,0,0,0.1,43,"3",3.375
"201","Jack Wilshere","Central Midfield","1992-01-01T00:00:00Z",27,"England","West Ham United","Premier League","2018/2019",2018,"Jack","Wilshere",0,2,17,388,10,74,72,17,0,90,16.3,1,0,2,0.8,48,"3",3.94329896907216
"202","Pedro Obiang","Central Midfield","1992-03-27T00:00:00Z",27,"Equatorial Guinea","West Ham United","Premier League","2018/2019",2018,"Pedro","Obiang",0,2,43,1116,21,105.9,219.2,112,1,188,43.6,2,0,0,0.8,42,"3",3.46774193548387
"203","Mark Noble","Central Midfield","1987-05-08T00:00:00Z",32,"England","West Ham United","Premier League","2018/2019",2018,"Mark","Noble",5,5,99,2289,31,359.8,521.4,196,5,454,107.6,7,1,6,0.5,48,"3",3.89252948885976
"204","Manuel Lanzini","Attacking Midfield","1993-02-15T00:00:00Z",26,"Argentina","West Ham United","Premier League","2018/2019",2018,"Manuel","Lanzini",1,2,31,685,12,118.2,141,165,3,148,42.4,2,0,2,0.1,64,"4",4.07299270072993
"205","Samir Nasri","Attacking Midfield","1987-06-26T00:00:00Z",31,"France","West Ham United","Premier League","2018/2019",2018,"Samir","Nasri",0,2,14,243,2,86.6,49.8,28,0,61,16.4,1,0,0,0.2,49,"4",5.18518518518519
"206","Michail Antonio","Right Winger","1990-03-28T00:00:00Z",29,"England","West Ham United","Premier League","2018/2019",2018,"Michail","Antonio",6,8,118,2093,30,346.2,482,852,6,305,167,7,0,3,1.2,68,"4",5.0740563784042
"207","Robert Snodgrass","Right Winger","1987-09-07T00:00:00Z",31,"Scotland","West Ham United","Premier League","2018/2019",2018,"Robert","Snodgrass",2,5,85,2215,33,976,460.8,380,9,364,181.5,5,0,10,0.9,50,"4",3.45372460496614
"208","Grady Diangana","Right Winger","1998-04-19T00:00:00Z",21,"England","West Ham United","Premier League","2018/2019",2018,"Grady","Diangana",0,1,25,600,13,174.5,115,175,0,86,46.2,2,0,0,0,45,"4",3.75
"209","Marko Arnautovic","Centre-Forward","1989-04-19T00:00:00Z",30,"Austria","West Ham United","Premier League","2018/2019",2018,"Marko","Arnautovic",10,5,117,1988,34,500.6,551.6,946,15,405,199.2,4,0,3,6.7,67,"5",5.29678068410463
"210","Jordan Hugill","Centre-Forward","1992-06-04T00:00:00Z",27,"England","West Ham United","Premier League","2018/2019",2018,"Jordan","Hugill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"5",NA
"211","Andy Carroll","Centre-Forward","1989-01-06T00:00:00Z",30,"England","West Ham United","Premier League","2018/2019",2018,"Andy","Carroll",0,0,12,454,7,51.4,41.8,169,0,10,25.8,0,0,2,0.1,54,"5",2.37885462555066
"212","Lucas Pérez","Centre-Forward","1988-09-10T00:00:00Z",30,"Spain","West Ham United","Premier League","2018/2019",2018,"Lucas","Pérez",3,0,33,465,13,110.5,136.8,131,5,127,37.7,0,0,0,0.1,62,"5",6.38709677419355
"213","Asmir Begovic","Goalkeeper","1987-06-20T00:00:00Z",31,"Bosnia-Herzegovina","AFC Bournemouth","Premier League","2018/2019",2018,"Asmir","Begovic",0,0,63,2160,47,0,440.6,0,4,363,44.2,5,0,0,2.7,43,"1",2.625
"214","Artur Boruc","Goalkeeper","1980-02-20T00:00:00Z",39,"Poland","AFC Bournemouth","Premier League","2018/2019",2018,"Artur","Boruc",0,0,46,1080,18,0,302,0,4,218,30.3,4,0,2,8.6,41,"1",3.83333333333333
"215","Mark Travers","Goalkeeper","1999-05-18T00:00:00Z",20,"Ireland","AFC Bournemouth","Premier League","2018/2019",2018,"Mark","Travers",0,0,9,180,5,0,68.2,0,1,46,6.8,1,0,0,0.3,40,"1",4.5
"216","Nathan Aké","Centre-Back","1995-02-18T00:00:00Z",24,"Netherlands","AFC Bournemouth","Premier League","2018/2019",2018,"Nathan","Aké",4,1,120,3411,70,125.9,1002,440,8,716,156.8,10,0,3,6.1,51,"2",3.16622691292876
"217","Chris Mepham","Centre-Back","1997-11-05T00:00:00Z",21,"Wales","AFC Bournemouth","Premier League","2018/2019",2018,"Chris","Mepham",0,1,27,848,17,24.1,177.2,22,0,158,22.5,2,0,1,0.1,45,"2",2.86556603773585
"218","Steve Cook","Centre-Back","1991-04-19T00:00:00Z",28,"England","AFC Bournemouth","Premier League","2018/2019",2018,"Steve","Cook",1,1,85,2786,56,143.3,731,292,6,549,116.5,9,0,3,4.2,43,"2",2.74587221823403
"219","Tyrone Mings","Centre-Back","1993-03-13T00:00:00Z",26,"England","AFC Bournemouth","Premier League","2018/2019",2018,"Tyrone","Mings",0,0,5,141,4,16.3,49,2,0,41,6.8,0,0,0,0.1,42,"2",3.19148936170213
"220","Jack Simpson","Centre-Back","1997-01-08T00:00:00Z",22,"England","AFC Bournemouth","Premier League","2018/2019",2018,"Jack","Simpson",0,0,10,401,9,2,85.4,21,0,73,11,1,0,0,6.1,39,"2",2.24438902743142
"221","Diego Rico","Left-Back","1993-02-23T00:00:00Z",26,"Spain","AFC Bournemouth","Premier League","2018/2019",2018,"Diego","Rico",0,0,8,606,19,171.6,107.4,36,0,89,31.4,0,0,1,0,41,"2",1.18811881188119
